Jurisdiction,Date,New Cases,7-day Average New Cases,Cumulative cases                          ,Population (2019),New Case Rate,7-Day Average New Case Rate,Cumulative Case Rate,FIPS,percent_test_results_reported_positive_last_7_days,community_transmission_level,Distributed,Administered,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Series_Complete_Yes,Series_Complete_Pop_Pct,Additional_Doses,Additional_Doses_Vax_Pct
Butler,2022-01-12,422.0,405.9,37596.0,187853.0,224.6,216.1,20013.5,42019.0,35.32,high,26816615,20725462,10234930,79.9,8276370,64.6,2893932.0,35.0
Cambria,2022-01-12,221.0,267.9,28322.0,130192.0,169.7,205.7,21754.0,42021.0,24.65,high,26816615,20725462,10234930,79.9,8276370,64.6,2893932.0,35.0
Cameron,2022-01-12,4.0,3.1,685.0,4447.0,89.9,70.7,15403.6,42023.0,16.48,high,26816615,20725462,10234930,79.9,8276370,64.6,2893932.0,35.0
Carbon,2022-01-12,154.0,180.3,13757.0,64182.0,239.9,280.9,21434.4,42025.0,37.74,high,26816615,20725462,10234930,79.9,8276370,64.6,2893932.0,35.0
Centre,2022-01-12,298.0,300.3,29579.0,162385.0,183.5,184.9,18215.4,42027.0,28.19,high,26816615,20725462,10234930,79.9,8276370,64.6,2893932.0,35.0
Chester,2022-01-12,964.0,913.6,78598.0,524989.0,183.6,174.0,14971.4,42029.0,31.08,high,26816615,20725462,10234930,79.9,8276370,64.6,2893932.0,35.0
Clarion,2022-01-12,64.0,52.7,7071.0,38438.0,166.5,137.1,18395.9,42031.0,25.4,high,26816615,20725462,10234930,79.9,8276370,64.6,2893932.0,35.0
Clearfield,2022-01-12,178.0,118.7,15725.0,79255.0,224.6,149.8,19841.0,42033.0,19.91,high,26816615,20725462,10234930,79.9,8276370,64.6,2893932.0,35.0
Clinton,2022-01-12,75.0,67.4,7529.0,38632.0,194.1,174.5,19489.0,42035.0,25.44,high,26816615,20725462,10234930,79.9,8276370,64.6,2893932.0,35.0
Columbia,2022-01-12,123.0,110.7,12252.0,64964.0,189.3,170.4,18859.7,42037.0,33.68,high,26816615,20725462,10234930,79.9,8276370,64.6,2893932.0,35.0
Crawford,2022-01-12,97.0,138.4,16811.0,84629.0,114.6,163.6,19864.3,42039.0,42.2,high,26816615,20725462,10234930,79.9,8276370,64.6,2893932.0,35.0
Cumberland,2022-01-12,403.0,421.7,41899.0,253370.0,159.1,166.4,16536.7,42041.0,32.5,high,26816615,20725462,10234930,79.9,8276370,64.6,2893932.0,35.0
Dauphin,2022-01-12,473.0,566.7,50800.0,278299.0,170.0,203.6,18253.7,42043.0,41.64,high,26816615,20725462,10234930,79.9,8276370,64.6,2893932.0,35.0
Delaware,2022-01-12,1139.0,1307.9,97074.0,566747.0,201.0,230.8,17128.3,42045.0,38.38,high,26816615,20725462,10234930,79.9,8276370,64.6,2893932.0,35.0
Elk,2022-01-12,76.0,50.4,5881.0,29910.0,254.1,168.6,19662.3,42047.0,25.69,high,26816615,20725462,10234930,79.9,8276370,64.6,2893932.0,35.0
Erie,2022-01-12,556.0,597.9,48542.0,269728.0,206.1,221.7,17996.6,42049.0,39.59,high,26816615,20725462,10234930,79.9,8276370,64.6,2893932.0,35.0
Fayette,2022-01-12,204.0,182.6,25136.0,129274.0,157.8,141.2,19444.0,42051.0,26.42,high,26816615,20725462,10234930,79.9,8276370,64.6,2893932.0,35.0
Forest,2022-01-12,6.0,7.1,1929.0,7247.0,82.8,98.6,26617.9,42053.0,10.77,high,26816615,20725462,10234930,79.9,8276370,64.6,2893932.0,35.0
Franklin,2022-01-12,360.0,357.1,33803.0,155027.0,232.2,230.4,21804.6,42055.0,35.42,high,26816615,20725462,10234930,79.9,8276370,64.6,2893932.0,35.0
Fulton,2022-01-12,27.0,27.6,3431.0,14530.0,185.8,189.8,23613.2,42057.0,25.43,high,26816615,20725462,10234930,79.9,8276370,64.6,2893932.0,35.0
Greene,2022-01-12,59.0,48.1,6894.0,36233.0,162.8,132.9,19026.9,42059.0,16.53,high,26816615,20725462,10234930,79.9,8276370,64.6,2893932.0,35.0
Huntingdon,2022-01-12,108.0,76.7,9290.0,45144.0,239.2,169.9,20578.6,42061.0,20.83,high,26816615,20725462,10234930,79.9,8276370,64.6,2893932.0,35.0
Indiana,2022-01-12,174.0,124.3,13926.0,84073.0,207.0,147.8,16564.2,42063.0,24.08,high,26816615,20725462,10234930,79.9,8276370,64.6,2893932.0,35.0
Jefferson,2022-01-12,57.0,42.0,7370.0,43425.0,131.3,96.7,16971.8,42065.0,22.22,high,26816615,20725462,10234930,79.9,8276370,64.6,2893932.0,35.0
Juniata,2022-01-12,28.0,24.6,4076.0,24763.0,113.1,99.2,16460.0,42067.0,22.67,high,26816615,20725462,10234930,79.9,8276370,64.6,2893932.0,35.0
Lackawanna,2022-01-12,457.0,471.6,35087.0,209674.0,218.0,224.9,16734.1,42069.0,30.34,high,26816615,20725462,10234930,79.9,8276370,64.6,2893932.0,35.0
Lancaster,2022-01-12,986.0,1182.3,105519.0,545724.0,180.7,216.6,19335.6,42071.0,39.41,high,26816615,20725462,10234930,79.9,8276370,64.6,2893932.0,35.0
Lawrence,2022-01-12,142.0,142.4,16268.0,85512.0,166.1,166.6,19024.2,42073.0,30.13,high,26816615,20725462,10234930,79.9,8276370,64.6,2893932.0,35.0
Lebanon,2022-01-12,226.0,356.3,31589.0,141793.0,159.4,251.3,22278.3,42075.0,40.08,high,26816615,20725462,10234930,79.9,8276370,64.6,2893932.0,35.0
Lehigh,2022-01-12,1078.0,1391.7,79319.0,369318.0,291.9,376.8,21477.2,42077.0,46.57,high,26816615,20725462,10234930,79.9,8276370,64.6,2893932.0,35.0
Luzerne,2022-01-12,845.0,819.3,62576.0,317417.0,266.2,258.1,19714.1,42079.0,38.52,high,26816615,20725462,10234930,79.9,8276370,64.6,2893932.0,35.0
Lycoming,2022-01-12,159.0,174.4,23741.0,113299.0,140.3,154.0,20954.3,42081.0,26.56,high,26816615,20725462,10234930,79.9,8276370,64.6,2893932.0,35.0
McKean,2022-01-12,30.0,38.3,6747.0,40625.0,73.8,94.2,16608.0,42083.0,36.7,high,26816615,20725462,10234930,79.9,8276370,64.6,2893932.0,35.0
Mercer,2022-01-12,143.0,158.7,20159.0,109424.0,130.7,145.0,18422.8,42085.0,32.66,high,26816615,20725462,10234930,79.9,8276370,64.6,2893932.0,35.0
Mifflin,2022-01-12,76.0,73.6,10002.0,46138.0,164.7,159.5,21678.4,42087.0,27.02,high,26816615,20725462,10234930,79.9,8276370,64.6,2893932.0,35.0
Monroe,2022-01-12,374.0,537.3,32170.0,170271.0,219.6,315.5,18893.4,42089.0,47.38,high,26816615,20725462,10234930,79.9,8276370,64.6,2893932.0,35.0
Montgomery,2022-01-12,1202.0,1484.6,130208.0,830915.0,144.7,178.7,15670.4,42091.0,29.56,high,26816615,20725462,10234930,79.9,8276370,64.6,2893932.0,35.0
Montour,2022-01-12,49.0,35.6,3687.0,18230.0,268.8,195.1,20224.9,42093.0,32.34,high,26816615,20725462,10234930,79.9,8276370,64.6,2893932.0,35.0
Northampton,2022-01-12,673.0,1029.9,70465.0,305285.0,220.4,337.3,23081.7,42095.0,43.85,high,26816615,20725462,10234930,79.9,8276370,64.6,2893932.0,35.0
Northumberland,2022-01-12,207.0,174.0,18952.0,90843.0,227.9,191.5,20862.4,42097.0,30.94,high,26816615,20725462,10234930,79.9,8276370,64.6,2893932.0,35.0
Perry,2022-01-12,37.0,52.0,7454.0,46272.0,80.0,112.4,16109.1,42099.0,35.56,high,26816615,20725462,10234930,79.9,8276370,64.6,2893932.0,35.0
Philadelphia,2022-01-12,3334.0,3648.6,274856.0,1584064.0,210.5,230.3,17351.3,42101.0,36.37,high,26816615,20725462,10234930,79.9,8276370,64.6,2893932.0,35.0
Pike,2022-01-12,69.0,110.7,8366.0,55809.0,123.6,198.4,14990.4,42103.0,35.01,high,26816615,20725462,10234930,79.9,8276370,64.6,2893932.0,35.0
Potter,2022-01-12,13.0,11.4,2704.0,16526.0,78.7,69.2,16362.1,42105.0,20.33,high,26816615,20725462,10234930,79.9,8276370,64.6,2893932.0,35.0
Schuylkill,2022-01-12,307.0,304.1,29324.0,141359.0,217.2,215.2,20744.3,42107.0,37.24,high,26816615,20725462,10234930,79.9,8276370,64.6,2893932.0,35.0
Snyder,2022-01-12,60.0,47.9,6802.0,40372.0,148.6,118.5,16848.3,42109.0,25.72,high,26816615,20725462,10234930,79.9,8276370,64.6,2893932.0,35.0
Somerset,2022-01-12,145.0,123.3,15394.0,73447.0,197.4,167.9,20959.3,42111.0,21.9,high,26816615,20725462,10234930,79.9,8276370,64.6,2893932.0,35.0
Sullivan,2022-01-12,4.0,6.0,874.0,6066.0,65.9,98.9,14408.2,42113.0,10.55,high,26816615,20725462,10234930,79.9,8276370,64.6,2893932.0,35.0
Susquehanna,2022-01-12,77.0,66.9,6570.0,40328.0,190.9,165.8,16291.4,42115.0,35.88,high,26816615,20725462,10234930,79.9,8276370,64.6,2893932.0,35.0
Tioga,2022-01-12,62.0,50.0,6739.0,40591.0,152.7,123.2,16602.2,42117.0,23.37,high,26816615,20725462,10234930,79.9,8276370,64.6,2893932.0,35.0
Union,2022-01-12,57.0,62.1,9657.0,44923.0,126.9,138.3,21496.8,42119.0,21.37,high,26816615,20725462,10234930,79.9,8276370,64.6,2893932.0,35.0
Venango,2022-01-12,75.0,55.7,9591.0,50668.0,148.0,110.0,18929.1,42121.0,29.93,high,26816615,20725462,10234930,79.9,8276370,64.6,2893932.0,35.0
Warren,2022-01-12,76.0,43.9,6088.0,39191.0,193.9,111.9,15534.2,42123.0,30.7,high,26816615,20725462,10234930,79.9,8276370,64.6,2893932.0,35.0
Washington,2022-01-12,646.0,536.0,41869.0,206865.0,312.3,259.1,20239.8,42125.0,33.54,high,26816615,20725462,10234930,79.9,8276370,64.6,2893932.0,35.0
Wayne,2022-01-12,48.0,79.9,8602.0,51361.0,93.5,155.5,16748.1,42127.0,29.93,high,26816615,20725462,10234930,79.9,8276370,64.6,2893932.0,35.0
Westmoreland,2022-01-12,777.0,641.0,66552.0,348899.0,222.7,183.7,19074.9,42129.0,29.06,high,26816615,20725462,10234930,79.9,8276370,64.6,2893932.0,35.0
Wyoming,2022-01-12,34.0,36.3,4272.0,26794.0,126.9,135.4,15943.9,42131.0,35.23,high,26816615,20725462,10234930,79.9,8276370,64.6,2893932.0,35.0
York,2022-01-12,607.0,1106.9,99980.0,449058.0,135.2,246.5,22264.4,42133.0,39.31,high,26816615,20725462,10234930,79.9,8276370,64.6,2893932.0,35.0
Adams,2021-11-17,35.0,44.1,14224.0,103009.0,34.0,42.9,13808.5,42001.0,13.98,high,23006235,18768348,10583178,82.7,7908909,61.8,871358.0,11.0
Allegheny,2021-11-17,852.0,608.7,142706.0,1216045.0,70.1,50.1,11735.3,42003.0,9.99,high,23006235,18768348,10583178,82.7,7908909,61.8,871358.0,11.0
Armstrong,2021-11-17,76.0,57.1,9851.0,64735.0,117.4,88.3,15217.4,42005.0,26.97,high,23006235,18768348,10583178,82.7,7908909,61.8,871358.0,11.0
Beaver,2021-11-17,155.0,110.3,24447.0,163929.0,94.6,67.3,14913.2,42007.0,11.95,high,23006235,18768348,10583178,82.7,7908909,61.8,871358.0,11.0
Bedford,2021-11-17,48.0,29.7,7419.0,47888.0,100.2,62.0,15492.4,42009.0,20.86,high,23006235,18768348,10583178,82.7,7908909,61.8,871358.0,11.0
Berks,2021-11-17,261.0,170.3,62319.0,421164.0,62.0,40.4,14796.8,42011.0,11.45,high,23006235,18768348,10583178,82.7,7908909,61.8,871358.0,11.0
Blair,2021-11-17,148.0,110.4,19575.0,121829.0,121.5,90.6,16067.6,42013.0,14.62,high,23006235,18768348,10583178,82.7,7908909,61.8,871358.0,11.0
Bradford,2021-11-17,41.0,54.0,8751.0,60323.0,68.0,89.5,14506.9,42015.0,15.72,high,23006235,18768348,10583178,82.7,7908909,61.8,871358.0,11.0
Bucks,2021-11-17,232.0,171.3,76922.0,628270.0,36.9,27.3,12243.5,42017.0,6.91,high,23006235,18768348,10583178,82.7,7908909,61.8,871358.0,11.0
Butler,2021-11-17,177.0,123.3,27386.0,187853.0,94.2,65.6,14578.4,42019.0,15.68,high,23006235,18768348,10583178,82.7,7908909,61.8,871358.0,11.0
Cambria,2021-11-17,117.0,97.3,21531.0,130192.0,89.9,74.7,16537.9,42021.0,11.07,high,23006235,18768348,10583178,82.7,7908909,61.8,871358.0,11.0
Cameron,2021-11-17,9.0,3.7,567.0,4447.0,202.4,83.5,12750.2,42023.0,20.29,high,23006235,18768348,10583178,82.7,7908909,61.8,871358.0,11.0
Carbon,2021-11-17,44.0,33.3,9583.0,64182.0,68.6,51.9,14931.0,42025.0,13.7,high,23006235,18768348,10583178,82.7,7908909,61.8,871358.0,11.0
Centre,2021-11-17,69.0,56.7,21939.0,162385.0,42.5,34.9,13510.5,42027.0,9.29,high,23006235,18768348,10583178,82.7,7908909,61.8,871358.0,11.0
Chester,2021-11-17,199.0,147.6,53625.0,524989.0,37.9,28.1,10214.5,42029.0,6.86,high,23006235,18768348,10583178,82.7,7908909,61.8,871358.0,11.0
Clarion,2021-11-17,56.0,45.0,5565.0,38438.0,145.7,117.1,14477.9,42031.0,24.08,high,23006235,18768348,10583178,82.7,7908909,61.8,871358.0,11.0
Clearfield,2021-11-17,66.0,47.9,12213.0,79255.0,83.3,60.4,15409.8,42033.0,11.49,high,23006235,18768348,10583178,82.7,7908909,61.8,871358.0,11.0
Clinton,2021-11-17,28.0,32.9,5684.0,38632.0,72.5,85.1,14713.2,42035.0,18.35,high,23006235,18768348,10583178,82.7,7908909,61.8,871358.0,11.0
Columbia,2021-11-17,49.0,37.9,8723.0,64964.0,75.4,58.3,13427.4,42037.0,16.57,high,23006235,18768348,10583178,82.7,7908909,61.8,871358.0,11.0
Crawford,2021-11-17,71.0,58.9,12263.0,84629.0,83.9,69.5,14490.3,42039.0,25.11,high,23006235,18768348,10583178,82.7,7908909,61.8,871358.0,11.0
Cumberland,2021-11-17,85.0,98.0,30205.0,253370.0,33.5,38.7,11921.3,42041.0,11.24,high,23006235,18768348,10583178,82.7,7908909,61.8,871358.0,11.0
Dauphin,2021-11-17,158.0,106.7,36993.0,278299.0,56.8,38.3,13292.5,42043.0,11.87,high,23006235,18768348,10583178,82.7,7908909,61.8,871358.0,11.0
Delaware,2021-11-17,165.0,109.0,64636.0,566747.0,29.1,19.2,11404.7,42045.0,5.71,high,23006235,18768348,10583178,82.7,7908909,61.8,871358.0,11.0
Elk,2021-11-17,29.0,26.9,4607.0,29910.0,97.0,89.8,15402.9,42047.0,18.78,high,23006235,18768348,10583178,82.7,7908909,61.8,871358.0,11.0
Erie,2021-11-17,271.0,224.9,33311.0,269728.0,100.5,83.4,12349.8,42049.0,19.13,high,23006235,18768348,10583178,82.7,7908909,61.8,871358.0,11.0
Fayette,2021-11-17,137.0,87.1,19594.0,129274.0,106.0,67.4,15157.0,42051.0,13.6,high,23006235,18768348,10583178,82.7,7908909,61.8,871358.0,11.0
Forest,2021-11-17,5.0,4.1,1670.0,7247.0,69.0,57.2,23044.0,42053.0,5.72,high,23006235,18768348,10583178,82.7,7908909,61.8,871358.0,11.0
Franklin,2021-11-17,70.0,67.7,23152.0,155027.0,45.2,43.7,14934.2,42055.0,15.4,high,23006235,18768348,10583178,82.7,7908909,61.8,871358.0,11.0
Fulton,2021-11-17,9.0,11.7,2501.0,14530.0,61.9,80.6,17212.7,42057.0,12.53,high,23006235,18768348,10583178,82.7,7908909,61.8,871358.0,11.0
Greene,2021-11-17,37.0,24.9,5413.0,36233.0,102.1,68.6,14939.4,42059.0,10.09,high,23006235,18768348,10583178,82.7,7908909,61.8,871358.0,11.0
Huntingdon,2021-11-17,19.0,17.3,7323.0,45144.0,42.1,38.3,16221.4,42061.0,5.92,high,23006235,18768348,10583178,82.7,7908909,61.8,871358.0,11.0
Indiana,2021-11-17,71.0,62.1,10123.0,84073.0,84.5,73.9,12040.7,42063.0,13.7,high,23006235,18768348,10583178,82.7,7908909,61.8,871358.0,11.0
Jefferson,2021-11-17,47.0,37.1,5776.0,43425.0,108.2,85.5,13301.1,42065.0,17.06,high,23006235,18768348,10583178,82.7,7908909,61.8,871358.0,11.0
Juniata,2021-11-17,11.0,12.4,3159.0,24763.0,44.4,50.2,12756.9,42067.0,13.65,high,23006235,18768348,10583178,82.7,7908909,61.8,871358.0,11.0
Lackawanna,2021-11-17,121.0,90.0,24374.0,209674.0,57.7,42.9,11624.7,42069.0,11.81,high,23006235,18768348,10583178,82.7,7908909,61.8,871358.0,11.0
Lancaster,2021-11-17,311.0,215.0,75853.0,545724.0,57.0,39.4,13899.5,42071.0,12.48,high,23006235,18768348,10583178,82.7,7908909,61.8,871358.0,11.0
Lawrence,2021-11-17,69.0,59.6,11931.0,85512.0,80.7,69.7,13952.4,42073.0,17.6,high,23006235,18768348,10583178,82.7,7908909,61.8,871358.0,11.0
Lebanon,2021-11-17,109.0,72.3,22067.0,141793.0,76.9,51.0,15562.8,42075.0,16.27,high,23006235,18768348,10583178,82.7,7908909,61.8,871358.0,11.0
Lehigh,2021-11-17,202.0,137.7,50853.0,369318.0,54.7,37.3,13769.4,42077.0,10.21,high,23006235,18768348,10583178,82.7,7908909,61.8,871358.0,11.0
Luzerne,2021-11-17,193.0,155.4,43932.0,317417.0,60.8,49.0,13840.5,42079.0,12.82,high,23006235,18768348,10583178,82.7,7908909,61.8,871358.0,11.0
Lycoming,2021-11-17,103.0,91.4,18304.0,113299.0,90.9,80.7,16155.5,42081.0,17.2,high,23006235,18768348,10583178,82.7,7908909,61.8,871358.0,11.0
McKean,2021-11-17,20.0,20.9,5614.0,40625.0,49.2,51.3,13819.1,42083.0,25.57,high,23006235,18768348,10583178,82.7,7908909,61.8,871358.0,11.0
Mercer,2021-11-17,92.0,67.4,15025.0,109424.0,84.1,61.6,13731.0,42085.0,18.74,high,23006235,18768348,10583178,82.7,7908909,61.8,871358.0,11.0
Mifflin,2021-11-17,34.0,22.7,7782.0,46138.0,73.7,49.2,16866.8,42087.0,9.75,high,23006235,18768348,10583178,82.7,7908909,61.8,871358.0,11.0
Monroe,2021-11-17,110.0,70.4,20890.0,170271.0,64.6,41.4,12268.7,42089.0,15.09,high,23006235,18768348,10583178,82.7,7908909,61.8,871358.0,11.0
Montgomery,2021-11-17,298.0,219.3,89857.0,830915.0,35.9,26.4,10814.2,42091.0,6.55,high,23006235,18768348,10583178,82.7,7908909,61.8,871358.0,11.0
Montour,2021-11-17,10.0,8.4,2715.0,18230.0,54.9,46.2,14893.0,42093.0,11.81,high,23006235,18768348,10583178,82.7,7908909,61.8,871358.0,11.0
Northampton,2021-11-17,175.0,124.0,46904.0,305285.0,57.3,40.6,15364.0,42095.0,10.44,high,23006235,18768348,10583178,82.7,7908909,61.8,871358.0,11.0
Northumberland,2021-11-17,72.0,65.0,14114.0,90843.0,79.3,71.6,15536.7,42097.0,18.18,high,23006235,18768348,10583178,82.7,7908909,61.8,871358.0,11.0
Perry,2021-11-17,27.0,17.9,5668.0,46272.0,58.4,38.6,12249.3,42099.0,15.03,high,23006235,18768348,10583178,82.7,7908909,61.8,871358.0,11.0
Philadelphia,2021-11-17,372.0,274.7,189478.0,1584064.0,23.5,17.3,11961.5,42101.0,3.75,substantial,23006235,18768348,10583178,82.7,7908909,61.8,871358.0,11.0
Pike,2021-11-17,23.0,19.6,5760.0,55809.0,41.2,35.1,10320.9,42103.0,11.32,high,23006235,18768348,10583178,82.7,7908909,61.8,871358.0,11.0
Potter,2021-11-17,10.0,12.4,2145.0,16526.0,60.5,75.2,12979.5,42105.0,23.39,high,23006235,18768348,10583178,82.7,7908909,61.8,871358.0,11.0
Schuylkill,2021-11-17,142.0,98.0,21101.0,141359.0,100.5,69.3,14927.2,42107.0,17.66,high,23006235,18768348,10583178,82.7,7908909,61.8,871358.0,11.0
Snyder,2021-11-17,24.0,17.4,5142.0,40372.0,59.4,43.2,12736.6,42109.0,9.92,high,23006235,18768348,10583178,82.7,7908909,61.8,871358.0,11.0
Somerset,2021-11-17,83.0,50.3,11598.0,73447.0,113.0,68.5,15791.0,42111.0,11.32,high,23006235,18768348,10583178,82.7,7908909,61.8,871358.0,11.0
Sullivan,2021-11-17,2.0,2.4,627.0,6066.0,33.0,40.0,10336.3,42113.0,7.3,high,23006235,18768348,10583178,82.7,7908909,61.8,871358.0,11.0
Susquehanna,2021-11-17,46.0,31.0,4252.0,40328.0,114.1,76.9,10543.5,42115.0,21.61,high,23006235,18768348,10583178,82.7,7908909,61.8,871358.0,11.0
Tioga,2021-11-17,36.0,42.0,5201.0,40591.0,88.7,103.5,12813.2,42117.0,23.28,high,23006235,18768348,10583178,82.7,7908909,61.8,871358.0,11.0
Union,2021-11-17,17.0,18.4,7886.0,44923.0,37.8,41.0,17554.5,42119.0,9.73,high,23006235,18768348,10583178,82.7,7908909,61.8,871358.0,11.0
Venango,2021-11-17,79.0,58.9,7387.0,50668.0,155.9,116.2,14579.2,42121.0,22.51,high,23006235,18768348,10583178,82.7,7908909,61.8,871358.0,11.0
Warren,2021-11-17,40.0,32.3,4708.0,39191.0,102.1,82.4,12013.0,42123.0,31.2,high,23006235,18768348,10583178,82.7,7908909,61.8,871358.0,11.0
Washington,2021-11-17,212.0,148.3,28285.0,206865.0,102.5,71.7,13673.2,42125.0,13.95,high,23006235,18768348,10583178,82.7,7908909,61.8,871358.0,11.0
Wayne,2021-11-17,31.0,22.0,6177.0,51361.0,60.4,42.8,12026.6,42127.0,11.74,high,23006235,18768348,10583178,82.7,7908909,61.8,871358.0,11.0
Westmoreland,2021-11-17,298.0,217.1,49037.0,348899.0,85.4,62.2,14054.8,42129.0,12.84,high,23006235,18768348,10583178,82.7,7908909,61.8,871358.0,11.0
Wyoming,2021-11-17,26.0,15.0,3024.0,26794.0,97.0,56.0,11286.1,42131.0,17.45,high,23006235,18768348,10583178,82.7,7908909,61.8,871358.0,11.0
York,2021-11-17,299.0,231.3,67522.0,449058.0,66.6,51.5,15036.4,42133.0,15.69,high,23006235,18768348,10583178,82.7,7908909,61.8,871358.0,11.0
Adams,2022-02-05,48.0,62.4,24041.0,103009.0,46.6,60.6,23338.7,42001.0,23.5,high,27995855,21711626,10548637,82.4,8459651,66.1,3395617.0,40.1
Allegheny,2022-02-05,276.0,556.9,254645.0,1216045.0,22.7,45.8,20940.4,42003.0,17.18,high,27995855,21711626,10548637,82.4,8459651,66.1,3395617.0,40.1
Armstrong,2022-02-05,21.0,28.7,14761.0,64735.0,32.4,44.4,22802.2,42005.0,24.9,high,27995855,21711626,10548637,82.4,8459651,66.1,3395617.0,40.1
Beaver,2022-02-05,89.0,103.3,38500.0,163929.0,54.3,63.0,23485.8,42007.0,26.94,high,27995855,21711626,10548637,82.4,8459651,66.1,3395617.0,40.1
Bedford,2022-02-05,13.0,30.1,10569.0,47888.0,27.1,62.9,22070.2,42009.0,21.46,high,27995855,21711626,10548637,82.4,8459651,66.1,3395617.0,40.1
Berks,2022-02-05,55.0,151.1,99964.0,421164.0,13.1,35.9,23735.2,42011.0,21.97,high,27995855,21711626,10548637,82.4,8459651,66.1,3395617.0,40.1
Blair,2022-02-05,54.0,91.9,28401.0,121829.0,44.3,75.4,23312.2,42013.0,18.19,high,27995855,21711626,10548637,82.4,8459651,66.1,3395617.0,40.1
Bradford,2022-02-05,26.0,46.7,14350.0,60323.0,43.1,77.4,23788.6,42015.0,23.3,high,27995855,21711626,10548637,82.4,8459651,66.1,3395617.0,40.1
Bucks,2022-02-05,114.0,203.0,119790.0,628270.0,18.1,32.3,19066.6,42017.0,13.1,high,27995855,21711626,10548637,82.4,8459651,66.1,3395617.0,40.1
Butler,2022-02-05,50.0,111.4,43131.0,187853.0,26.6,59.3,22960.0,42019.0,20.78,high,27995855,21711626,10548637,82.4,8459651,66.1,3395617.0,40.1
Cambria,2022-02-05,42.0,105.1,33325.0,130192.0,32.3,80.8,25596.8,42021.0,16.47,high,27995855,21711626,10548637,82.4,8459651,66.1,3395617.0,40.1
Cameron,2022-02-05,1.0,3.0,782.0,4447.0,22.5,67.5,17584.9,42023.0,29.85,high,27995855,21711626,10548637,82.4,8459651,66.1,3395617.0,40.1
Carbon,2022-02-05,13.0,26.4,15470.0,64182.0,20.3,41.2,24103.3,42025.0,22.21,high,27995855,21711626,10548637,82.4,8459651,66.1,3395617.0,40.1
Centre,2022-02-05,42.0,78.9,33828.0,162385.0,25.9,48.6,20832.0,42027.0,15.7,high,27995855,21711626,10548637,82.4,8459651,66.1,3395617.0,40.1
Chester,2022-02-05,97.0,164.6,88467.0,524989.0,18.5,31.3,16851.2,42029.0,15.41,high,27995855,21711626,10548637,82.4,8459651,66.1,3395617.0,40.1
Clarion,2022-02-05,11.0,19.9,7979.0,38438.0,28.6,51.7,20758.1,42031.0,19.21,high,27995855,21711626,10548637,82.4,8459651,66.1,3395617.0,40.1
Clearfield,2022-02-05,32.0,64.1,18394.0,79255.0,40.4,80.9,23208.6,42033.0,20.59,high,27995855,21711626,10548637,82.4,8459651,66.1,3395617.0,40.1
Clinton,2022-02-05,11.0,29.1,8693.0,38632.0,28.5,75.4,22502.1,42035.0,20.97,high,27995855,21711626,10548637,82.4,8459651,66.1,3395617.0,40.1
Columbia,2022-02-05,11.0,54.0,14373.0,64964.0,16.9,83.1,22124.6,42037.0,30.96,high,27995855,21711626,10548637,82.4,8459651,66.1,3395617.0,40.1
Crawford,2022-02-05,26.0,45.7,19217.0,84629.0,30.7,54.0,22707.3,42039.0,32.77,high,27995855,21711626,10548637,82.4,8459651,66.1,3395617.0,40.1
Cumberland,2022-02-05,63.0,137.9,49139.0,253370.0,24.9,54.4,19394.2,42041.0,23.03,high,27995855,21711626,10548637,82.4,8459651,66.1,3395617.0,40.1
Dauphin,2022-02-05,67.0,129.9,57561.0,278299.0,24.1,46.7,20683.2,42043.0,22.56,high,27995855,21711626,10548637,82.4,8459651,66.1,3395617.0,40.1
Delaware,2022-02-05,76.0,169.4,107189.0,566747.0,13.4,29.9,18913.0,42045.0,13.27,high,27995855,21711626,10548637,82.4,8459651,66.1,3395617.0,40.1
Elk,2022-02-05,4.0,22.9,6863.0,29910.0,13.4,76.4,22945.5,42047.0,20.62,high,27995855,21711626,10548637,82.4,8459651,66.1,3395617.0,40.1
Erie,2022-02-05,47.0,104.6,55189.0,269728.0,17.4,38.8,20461.0,42049.0,20.75,high,27995855,21711626,10548637,82.4,8459651,66.1,3395617.0,40.1
Fayette,2022-02-05,77.0,104.7,29461.0,129274.0,59.6,81.0,22789.6,42051.0,23.65,high,27995855,21711626,10548637,82.4,8459651,66.1,3395617.0,40.1
Forest,2022-02-05,1.0,5.6,2160.0,7247.0,13.8,76.9,29805.4,42053.0,15.77,high,27995855,21711626,10548637,82.4,8459651,66.1,3395617.0,40.1
Franklin,2022-02-05,40.0,108.4,39156.0,155027.0,25.8,69.9,25257.5,42055.0,24.03,high,27995855,21711626,10548637,82.4,8459651,66.1,3395617.0,40.1
Fulton,2022-02-05,3.0,11.3,3936.0,14530.0,20.6,77.7,27088.8,42057.0,26.82,high,27995855,21711626,10548637,82.4,8459651,66.1,3395617.0,40.1
Greene,2022-02-05,9.0,24.4,8021.0,36233.0,24.8,67.4,22137.3,42059.0,16.43,high,27995855,21711626,10548637,82.4,8459651,66.1,3395617.0,40.1
Huntingdon,2022-02-05,24.0,43.9,11058.0,45144.0,53.2,97.1,24494.9,42061.0,18.99,high,27995855,21711626,10548637,82.4,8459651,66.1,3395617.0,40.1
Indiana,2022-02-05,50.0,59.9,16581.0,84073.0,59.5,71.2,19722.1,42063.0,22.65,high,27995855,21711626,10548637,82.4,8459651,66.1,3395617.0,40.1
